Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2021-02-02,The Ascent,1977,https://boxd.it/1DkoZ7,5,,,2021-02-01
2021-02-03,Palmer,2021,https://boxd.it/1DoTcX,3,,,2021-02-02
2021-02-04,Lady Vengeance,2005,https://boxd.it/1Dy8Dn,4,,w/ lukas,2021-02-03
2021-02-05,Days of Heaven,1978,https://boxd.it/1DFWxX,3.5,,w/ lukas,2021-02-04
2021-02-05,Taste of Cherry,1997,https://boxd.it/1DI5Jx,5,,,2021-02-04
2021-02-06,Paths of Glory,1957,https://boxd.it/1DN3vt,4.5,,w/ lukas,2021-02-05
2021-02-07,Knives Out,2019,https://boxd.it/1E0LKt,4,Yes,w/ lukas,2021-02-06
2021-02-08,Star Wars: Episode I – The Phantom Menace,1999,https://boxd.it/1EaLa1,,Yes,w/ lukas,2021-02-07
2021-02-09,The Kid,1921,https://boxd.it/1EexOp,3,,,2021-02-08
2021-02-09,Star Wars: Episode II – Attack of the Clones,2002,https://boxd.it/1Ejctb,,Yes,w/ lukas,2021-02-08
2021-02-10,Modern Times,1936,https://boxd.it/1Ems93,3.5,,,2021-02-09
2021-02-10,Star Wars: Episode III – Revenge of the Sith,2005,https://boxd.it/1EpW81,,Yes,w/ lukas,2021-02-09
2021-02-11,Star Wars,1977,https://boxd.it/1EwrD7,4.5,Yes,w/ lukas,2021-02-10
2021-02-12,A Dog's Life,1918,https://boxd.it/1EB9Kf,3,,,2021-02-11
2021-02-12,The Empire Strikes Back,1980,https://boxd.it/1EDFlb,5,Yes,w/ lukas,2021-02-11
2021-02-12,Return of the Jedi,1983,https://boxd.it/1EFOr7,4.5,Yes,w/ lukas,2021-02-11
2021-02-13,Star Wars: The Force Awakens,2015,https://boxd.it/1EOIef,3.5,Yes,w/ lukas,2021-02-12
2021-02-14,Star Wars: The Last Jedi,2017,https://boxd.it/1EZ2Al,4,Yes,w/ lukas,2021-02-13
2021-02-15,Chungking Express,1994,https://boxd.it/1F7KTn,4,,,2021-02-14
2021-02-15,Star Wars: The Rise of Skywalker,2019,https://boxd.it/1F9VvP,2.5,,w/ lukas,2021-02-14
2021-02-16,Rogue One: A Star Wars Story,2016,https://boxd.it/1FjT9d,2.5,Yes,w/ lukas,2021-02-15
2021-02-17,Fallen Angels,1995,https://boxd.it/1Fr00V,4.5,,,2021-02-16
2021-02-17,Solo: A Star Wars Story,2018,https://boxd.it/1FsIAl,3,Yes,w/ lukas,2021-02-16
2021-02-18,Yi Yi,2000,https://boxd.it/1FBmgr,4.5,,,2021-02-17
2021-02-19,A Brighter Summer Day,1991,https://boxd.it/1FJmU3,5,,,2021-02-18
2021-02-20,Malcolm & Marie,2021,https://boxd.it/1FMGRf,,,,2021-02-19
2021-02-20,Fanny and Alexander,1982,https://boxd.it/1FSc37,5,,,2021-02-19
2021-02-21,Close-Up,1990,https://boxd.it/1FX3Gp,4,,,2021-02-20
2021-02-21,The Passion of Joan of Arc,1928,https://boxd.it/1FYvMd,4,,,2021-02-20
2021-02-21,Under the Skin,2013,https://boxd.it/1G2Ith,4.5,,"w/ lukas, blu-ray",2021-02-20
2021-02-22,Wild Strawberries,1957,https://boxd.it/1Gd9Kp,3.5,,,2021-02-21
2021-02-23,The Little Things,2021,https://boxd.it/1GhmjJ,2.5,,,2021-02-22
2021-02-23,Se7en,1995,https://boxd.it/1GlbKd,4,Yes,w/ lukas,2021-02-22
2021-02-24,GoodFellas,1990,https://boxd.it/1Gt3LN,4.5,,w/ lukas,2021-02-23
2021-02-25,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,https://boxd.it/1GAq3t,4,,w/ lukas,2021-02-24
2021-02-26,Paper Moon,1973,https://boxd.it/1GDwtD,4.5,,,2021-02-25
2021-02-26,The Grand Budapest Hotel,2014,https://boxd.it/1GGu3T,5,Yes,"w/ lukas, blu-ray",2021-02-25
2021-02-27,Blade Runner 2049,2017,https://boxd.it/1GPCxv,5,,"w/ lukas, blu-ray",2021-02-26
2021-02-28,The Shape of Water,2017,https://boxd.it/1GX2XN,4,,,2021-02-27
2021-03-01,The Texas Chain Saw Massacre,1974,https://boxd.it/1H9cWp,4,,w/ lukas,2021-02-28
2021-03-02,Old Joy,2006,https://boxd.it/1HfxuN,,,,2021-03-01
2021-03-02,Rushmore,1998,https://boxd.it/1HgNUz,4.5,Yes,"w/ lukas, blu-ray",2021-03-01
2021-03-03,Following,1998,https://boxd.it/1Hke6n,3,,,2021-03-02
2021-03-03,Back to the Future,1985,https://boxd.it/1HoyuR,4,,w/ lukas,2021-03-02
2021-03-04,The Double Life of Véronique,1991,https://boxd.it/1HvEGt,4.5,,w/ lukas,2021-03-03
2021-03-05,Badlands,1973,https://boxd.it/1HBooP,3.5,,w/ lukas,2021-03-04
2021-03-06,Black Mirror: Shut Up and Dance,2016,https://boxd.it/1HG1El,3,,,2021-03-05
2021-03-06,Black Mirror: Nosedive,2016,https://boxd.it/1HGJcZ,3.5,,,2021-03-05
2021-03-06,The Lure,2015,https://boxd.it/1HL00p,3,,w/ lukas,2021-03-05
2021-03-06,The Truman Show,1998,https://boxd.it/1HLYJJ,4,,w/ lukas,2021-03-06
2021-03-07,Twilight,2008,https://boxd.it/1HTcDT,,,,2021-03-06
2021-03-07,Little Miss Sunshine,2006,https://boxd.it/1HWlcj,4,,,2021-03-06
2021-03-07,We Bare Bears: The Movie,2020,https://boxd.it/1HWlR7,3,,,2021-03-06
2021-03-08,Minari,2020,https://boxd.it/1I3rcj,4,,"in theater, w/ lukas",2021-03-07
2021-03-08,Slow West,2015,https://boxd.it/1I5Ter,4.5,,,2021-03-07
2021-03-09,Black Mirror: Playtest,2016,https://boxd.it/1I99T7,3,,,2021-03-08
2021-03-09,Black Mirror: San Junipero,2016,https://boxd.it/1Iacf7,4,,,2021-03-08
2021-03-09,Punch-Drunk Love,2002,https://boxd.it/1IdCIb,4.5,Yes,"blu-ray, w/ lukas",2021-03-08
2021-03-10,Black Mirror: Men Against Fire,2016,https://boxd.it/1Ig7y1,2.5,,,2021-03-09
2021-03-10,Black Mirror: Hated in the Nation,2016,https://boxd.it/1Ih8SX,3,,,2021-03-09
2021-03-10,WandaVision,2021,https://boxd.it/1IkU6j,3.5,,w/ lukas,2021-03-09
2021-03-10,Moonrise Kingdom,2012,https://boxd.it/1IkVfh,4,Yes,"blu-ray, w/ lukas",2021-03-09
2021-03-11,8½,1963,https://boxd.it/1Is7nL,4.5,,"blu-ray, w/ lukas",2021-03-10
2021-03-13,My Neighbor Totoro,1988,https://boxd.it/1IGBxp,4.5,Yes,w/ lukas,2021-03-12
2021-03-14,A Ghost Story,2017,https://boxd.it/1IPPKv,4.5,Yes,,2021-03-13
2021-03-15,Birdboy: The Forgotten Children,2015,https://boxd.it/1IZaOh,4,,,2021-03-14
2021-03-16,Mad Max: Fury Road,2015,https://boxd.it/1J7JTR,5,Yes,"blu-ray, w/ lukas",2021-03-15
2021-03-17,2001: A Space Odyssey,1968,https://boxd.it/1JfZH9,5,Yes,"w/ lukas, blu-ray",2021-03-16
2021-03-18,The Twilight Saga: New Moon,2009,https://boxd.it/1Jna13,2,,,2021-03-17
2021-03-19,Cloudy with a Chance of Meatballs 2,2013,https://boxd.it/1Jrz0x,2.5,Yes,on phone,2021-03-18
2021-03-19,The Lorax,2012,https://boxd.it/1Jt7Gz,2,Yes,on phone,2021-03-18
2021-03-19,The Secret Life of Pets 2,2019,https://boxd.it/1JuuYX,1.5,,on phone,2021-03-18
2021-03-20,Turbo,2013,https://boxd.it/1JywuX,1.5,,on phone,2021-03-19
2021-03-20,Bee Movie,2007,https://boxd.it/1Jzy7D,2,Yes,on phone,2021-03-19
2021-03-20,Puss in Boots,2011,https://boxd.it/1JDnpp,3,Yes,on phone,2021-03-19
2021-03-21,Surf's Up,2007,https://boxd.it/1JM2jD,,Yes,on phone,2021-03-20
2021-03-26,Joker,2019,https://boxd.it/1Kpbsn,2.5,,w/ lukas,2021-03-25
2021-03-27,X-Men: First Class,2011,https://boxd.it/1KyeDr,3,Yes,w/ lukas,2021-03-26
2021-03-28,Mr. Peabody & Sherman,2014,https://boxd.it/1KC5x3,3,,on phone,2021-03-27
2021-03-31,Bad Trip,2021,https://boxd.it/1L9P7B,4,,w/ lukas,2021-03-30
2021-04-01,The Girl with the Dragon Tattoo,2011,https://boxd.it/1Lg2Hp,4,,w/ lukas,2021-03-31
2021-04-01,Taxi Driver,1976,https://boxd.it/1Lhp0Z,4.5,Yes,,2021-03-31
2021-04-02,Godzilla vs. Kong,2021,https://boxd.it/1Lqoez,2.5,,w/ lukas,2021-04-01
2021-04-03,Black Mirror: Crocodile,2017,https://boxd.it/1LtLn1,3.5,Yes,,2021-04-02
2021-04-03,Black Mirror: Arkangel,2017,https://boxd.it/1Lv8Dj,3.5,,,2021-04-02
2021-04-03,Nostalgia,1983,https://boxd.it/1LAVp1,4.5,,,2021-04-03
2021-04-04,Jennifer's Body,2009,https://boxd.it/1LLkch,4,,,2021-04-03
2021-04-04,The Twilight Saga: Eclipse,2010,https://boxd.it/1LLkpZ,2,,,2021-04-03
2021-04-05,Tetsuo: The Iron Man,1989,https://boxd.it/1LSR6P,3,,,2021-04-04
2021-04-06,Seven Samurai,1954,https://boxd.it/1M1wfz,4,,,2021-04-05
2021-04-06,After Hours,1985,https://boxd.it/1M5tWX,4.5,,w/ lukas,2021-04-05
2021-04-07,Blood Simple,1984,https://boxd.it/1Md3LZ,4,,w/ lukas,2021-04-06
2021-04-09,I Saw the Devil,2010,https://boxd.it/1MtBX3,4.5,,w/ lukas,2021-04-08
2021-04-10,Holy Motors,2012,https://boxd.it/1MBZzb,4,,,2021-04-09
2021-04-11,Kevin Hart: I'm a Grown Little Man,2009,https://boxd.it/1MNvuT,,,"w/ lukas, comedy special",2021-04-10
2021-04-12,A Girl Walks Home Alone at Night,2014,https://boxd.it/1MXsbJ,3.5,,,2021-04-11
2021-04-13,Normal People,2020,https://boxd.it/1N6fa7,4.5,,,2021-04-12
2021-04-15,Ikiru,1952,https://boxd.it/1NmKxt,4.5,,,2021-04-14
2021-04-16,Bottle Rocket,1996,https://boxd.it/1Nv7Dv,3,,w/ lukas,2021-04-15
2021-04-25,Blade Runner 2049,2017,https://boxd.it/1OMO1x,5,Yes,,2021-04-24
2021-04-25,The Wind Rises,2013,https://boxd.it/1OPG6P,4,,,2021-04-25
2021-04-26,The Twilight Saga: Breaking Dawn – Part 1,2011,https://boxd.it/1P0587,,,,2021-04-25
2021-04-27,Dogtooth,2009,https://boxd.it/1P8FO5,3,,w/ lukas,2021-04-26
2021-04-29,PlayTime,1967,https://boxd.it/1PnGHT,4.5,,w/ lukas,2021-04-28
2021-04-30,La La Land,2016,https://boxd.it/1PuXGH,5,Yes,,2021-04-29
2021-04-30,The Falcon and the Winter Soldier,2021,https://boxd.it/1Pvo75,3,,w/ lukas,2021-04-29
2021-05-01,A Touch of Sin,2013,https://boxd.it/1PE11V,3.5,,w/ lukas,2021-04-30
2021-05-02,The Secret of Kells,2009,https://boxd.it/1PNIyh,3.5,,w/ lukas,2021-05-01
2021-05-04,A Boy and His Dog,1975,https://boxd.it/1Q5l9z,3,,w/ lukas,2021-05-03
2021-05-04,Suspiria,1977,https://boxd.it/1Q7usz,3.5,,w/ lukas,2021-05-03
2021-05-05,The Girl Without Hands,2016,https://boxd.it/1Qbr4R,4,,w/ lukas,2021-05-04
2021-05-05,Interstellar,2014,https://boxd.it/1Qfwz9,4,,"blu-ray, w/ lukas",2021-05-04
2021-05-06,The Painting,2011,https://boxd.it/1QmRcJ,2.5,,w/ lukas,2021-05-05
2021-05-07,"Three Billboards Outside Ebbing, Missouri",2017,https://boxd.it/1Qus6n,3.5,,w/ lukas,2021-05-06
2021-05-10,Tom Segura: Disgraceful,2018,https://boxd.it/1QSgVL,,,w/ lukas,2021-05-09
2021-05-11,The Rider,2017,https://boxd.it/1R1AoZ,4,,w/ lukas,2021-05-10
2021-05-18,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/1RZrrZ,,Yes,w/ lukas,2021-05-17
2021-05-20,Harry Potter and the Chamber of Secrets,2002,https://boxd.it/1S8Gkd,3.5,Yes,w/ lukas,2021-05-18
2021-05-20,Harry Potter and the Prisoner of Azkaban,2004,https://boxd.it/1SdJXn,4.5,Yes,w/ lukas,2021-05-19
2021-05-21,The Grand Budapest Hotel,2014,https://boxd.it/1Sjoe9,5,Yes,,2021-05-20
2021-05-24,Hunger,2008,https://boxd.it/1SLANr,4.5,,,2021-05-23
2021-05-25,The Twilight Saga: Breaking Dawn – Part 2,2012,https://boxd.it/1STBy9,,,,2021-05-24
2021-05-26,Harry Potter and the Goblet of Fire,2005,https://boxd.it/1T12k3,4,Yes,w/ lukas,2021-05-25
2021-05-27,Au Revoir les Enfants,1987,https://boxd.it/1T8aFR,4,,,2021-05-26
2021-05-28,Ratatouille,2007,https://boxd.it/1TeSAD,4.5,Yes,,2021-05-27
2021-06-03,Sicario,2015,https://boxd.it/1U2Kk3,4,,"w/ lukas, blu-ray",2021-06-02
2021-06-04,Bo Burnham: Inside,2021,https://boxd.it/1U9P65,,,comedy special,2021-06-03
2021-06-04,Harry Potter and the Order of the Phoenix,2007,https://boxd.it/1UdTv7,4,,w/ lukas,2021-06-04
2021-06-07,Juno,2007,https://boxd.it/1UCqEz,4.5,Yes,,2021-06-05
2021-06-07,Pitch Perfect,2012,https://boxd.it/1UCssv,,Yes,,2021-06-06
2021-06-07,Bo Burnham: Inside,2021,https://boxd.it/1UFyhJ,,Yes,on phone,2021-06-06
2021-06-08,Bo Burnham: Make Happy,2016,https://boxd.it/1UIch9,,,comedy special,2021-06-07
2021-06-08,Harry Potter and the Half-Blood Prince,2009,https://boxd.it/1UNN0T,3.5,Yes,w/ lukas,2021-06-07
2021-06-09,Bo Burnham: Inside,2021,https://boxd.it/1UQsEJ,,Yes,,2021-06-08
2021-06-11,Bo Burnham: Inside,2021,https://boxd.it/1V8wZH,,Yes,,2021-06-10
2021-06-12,Harry Potter and the Deathly Hallows: Part 1,2010,https://boxd.it/1VclHZ,3,Yes,w/ lukas,2021-06-10
2021-06-15,Pride & Prejudice,2005,https://boxd.it/1VGsat,4.5,,,2021-06-14
2021-06-15,Interstellar,2014,https://boxd.it/1VGsnR,4,Yes,w/ lukas,2021-06-15
2021-06-18,Harry Potter and the Deathly Hallows: Part 2,2011,https://boxd.it/1W0zfb,3.5,Yes,w/ lukas,2021-06-17
2021-06-23,Cloudy with a Chance of Meatballs,2009,https://boxd.it/1WBsFb,,Yes,,2021-06-22
2021-06-23,Luca,2021,https://boxd.it/1WGrF5,4,,,2021-06-23
2021-06-25,A Bug's Life,1998,https://boxd.it/1WQ5Zn,2.5,Yes,w/ lukas,2021-06-24
2021-06-29,Rushmore,1998,https://boxd.it/1Xs2Np,4.5,Yes,w/ lukas,2021-06-28
2021-06-29,Princess Mononoke,1997,https://boxd.it/1Xs35j,4.5,Yes,w/ lukas,2021-06-29
2021-07-01,American Psycho,2000,https://boxd.it/1XBUAH,4.5,Yes,w/ lukas,2021-06-30
2021-07-03,The Wolf of Wall Street,2013,https://boxd.it/1XROkP,4.5,Yes,w/ lukas,2021-07-02
2021-07-08,Raiders of the Lost Ark,1981,https://boxd.it/1YCTjL,4.5,Yes,w/ lukas,2021-07-07
2021-07-13,La Haine,1995,https://boxd.it/1ZtXWN,5,Yes,w/ lukas,2021-07-13
2021-07-14,Cold War,2018,https://boxd.it/1ZCAoh,5,Yes,w/ lukas,2021-07-14
2021-07-15,Call Me by Your Name,2017,https://boxd.it/1ZLRR9,4.5,Yes,w/ lukas,2021-07-15
2021-07-18,Climax,2018,https://boxd.it/20cfLh,4.5,Yes,,2021-07-16
2021-07-18,Fantastic Planet,1973,https://boxd.it/20ciix,,Yes,w/ lukas,2021-07-17
2021-07-19,Pig,2021,https://boxd.it/20ppwn,4,,"in theater, w/ lukas",2021-07-18
2021-07-21,Beau Travail,1999,https://boxd.it/20HWZD,5,Yes,w/ lukas,2021-07-20
2021-07-23,Cléo from 5 to 7,1962,https://boxd.it/20Y7Mx,4,,w/ lukas,2021-07-23
2021-07-24,Angel's Egg,1985,https://boxd.it/2170HX,4,,w/ lukas,2021-07-23
2021-07-26,Scott Pilgrim vs. the World,2010,https://boxd.it/21mzBl,4,Yes,w/ lukas,2021-07-25
2021-07-26,Marketa Lazarová,1967,https://boxd.it/21rBX9,4.5,Yes,w/ lukas,2021-07-26
2021-07-28,Only Lovers Left Alive,2013,https://boxd.it/21HYhx,4.5,,,2021-07-27
2021-07-29,Loki,2021,https://boxd.it/21R8dj,4,,w/ lukas,2021-07-28
2021-07-30,The Green Knight,2021,https://boxd.it/21ZgFr,4.5,,"w/ lukas, in theater",2021-07-29
2021-08-05,Enemy,2013,https://boxd.it/22RFAp,4.5,,,2021-08-04
2021-08-06,Louise by the Shore,2016,https://boxd.it/230l0J,3.5,,w/ lukas,2021-08-05
2021-08-07,The Suicide Squad,2021,https://boxd.it/2376YX,3.5,,w/ lukas,2021-08-06
2021-08-24,It's Such a Beautiful Day,2012,https://boxd.it/25AGtR,4.5,Yes,,2021-08-23
2021-08-24,Finding Nemo,2003,https://boxd.it/25Dmp7,4.5,Yes,,2021-08-23
2021-08-25,A Town Called Panic,2009,https://boxd.it/25LNM9,4,,,2021-08-24
2021-08-26,The Wolf House,2018,https://boxd.it/25Sh73,4,,,2021-08-25
2021-08-27,Mind Game,2004,https://boxd.it/260JkP,4,,,2021-08-26
2021-08-28,Paprika,2006,https://boxd.it/267vdp,4,,,2021-08-27
2021-08-29,The Other Woman,2014,https://boxd.it/26ejbv,2.5,,,2021-08-28
2021-09-01,The Spirit of the Beehive,1973,https://boxd.it/26LEAH,3.5,,,2021-08-31
2021-09-07,Ferris Bueller's Day Off,1986,https://boxd.it/27DHoH,5,Yes,,2021-09-06
2021-09-09,Bacurau,2019,https://boxd.it/27TuIL,4.5,,,2021-09-08
2021-09-11,Phoenix,2014,https://boxd.it/28a21X,3.5,,,2021-09-10
2021-09-13,Evangelion: 1.0 You Are (Not) Alone,2007,https://boxd.it/28r5Hr,3.5,,,2021-09-12
2021-09-16,Evangelion: 2.0 You Can (Not) Advance,2009,https://boxd.it/28NAdB,3.5,,,2021-09-15
2021-09-23,Evangelion: 3.0 You Can (Not) Redo,2012,https://boxd.it/29GI2L,3,,,2021-09-22
2021-09-24,Evangelion: 3.0+1.0 Thrice Upon a Time,2021,https://boxd.it/29S9JT,4,,,2021-09-23
2021-09-26,Mad Max: Fury Road,2015,https://boxd.it/2aa7uN,5,Yes,,2021-09-26
2021-09-27,The Host,2006,https://boxd.it/2aincV,4,,,2021-09-26
2021-09-30,The Discreet Charm of the Bourgeoisie,1972,https://boxd.it/2aDKTb,4.5,,,2021-09-29
2021-10-07,Titane,2021,https://boxd.it/2bJ1dF,5,,in theater,2021-10-06
2021-10-10,The Life Aquatic with Steve Zissou,2004,https://boxd.it/2c89gH,3.5,Yes,,2021-10-09
2021-10-14,Raw,2016,https://boxd.it/2cMytr,4,,,2021-10-13
2021-10-23,The Game,1997,https://boxd.it/2ebgtx,4,,,2021-10-23
2021-10-25,Annette,2021,https://boxd.it/2exJvV,3.5,,,2021-10-24
2021-10-26,The Descent,2005,https://boxd.it/2eGE8F,3.5,,,2021-10-25
2021-10-27,Squid Game,2021,https://boxd.it/2eP3ax,3.5,,,2021-10-26
2021-10-28,Dune,2021,https://boxd.it/2f0Dhr,4.5,,in theater,2021-10-27
2021-10-31,Casino Royale,2006,https://boxd.it/2fopHX,4.5,,,2021-10-30
2021-11-04,Battle Royale,2000,https://boxd.it/2gaTCp,,Yes,"in theater, cultmovienight",2021-11-03
2021-11-05,21 Jump Street,2012,https://boxd.it/2ge6pz,4,Yes,,2021-11-04
2021-11-06,Quantum of Solace,2008,https://boxd.it/2gpjlH,,,,2021-11-05
2021-11-08,The Nightmare Before Christmas,1993,https://boxd.it/2gIVxT,4.5,Yes,,2021-11-07
2021-11-08,Ran,1985,https://boxd.it/2gNyqb,5,,,2021-11-07
2021-11-09,Children of Men,2006,https://boxd.it/2gTqsb,5,Yes,,2021-11-08
2021-11-10,Zodiac,2007,https://boxd.it/2h0M1b,4.5,Yes,,2021-11-09
2021-11-11,Her,2013,https://boxd.it/2hen85,5,,,2021-11-10
2021-11-12,(500) Days of Summer,2009,https://boxd.it/2hkOB1,,,,2021-11-11
2021-11-16,ParaNorman,2012,https://boxd.it/2i5tgP,3.5,Yes,,2021-11-15
2021-11-19,The Wolf of Wall Street,2013,https://boxd.it/2ipWEh,4.5,Yes,,2021-11-18
2021-11-27,No Time to Die,2021,https://boxd.it/2jHwlN,3.5,,in theater,2021-11-26
2021-12-04,The Hunt,2012,https://boxd.it/2kIQgz,4.5,,,2021-12-03
2021-12-06,Uncle Boonmee Who Can Recall His Past Lives,2010,https://boxd.it/2l6Elb,,,,2021-12-06
2021-12-10,Satantango,1994,https://boxd.it/2lDdMZ,5,,,2021-12-09
2021-12-19,Paddington 2,2017,https://boxd.it/2n5O4P,4.5,Yes,,2021-12-18
2021-12-21,Spider-Man: No Way Home,2021,https://boxd.it/2nxbXn,,,in theater,2021-12-21
2021-12-24,The Grand Budapest Hotel,2014,https://boxd.it/2o6gDx,5,Yes,w/ lukas,2021-12-23
2021-12-26,Under the Skin,2013,https://boxd.it/2oA1LV,4.5,Yes,blu-ray,2021-12-25
2021-12-28,The Tree of Life,2011,https://boxd.it/2p8vAr,5,,"blu-ray, w/ lukas",2021-12-27
2021-12-29,Rushmore,1998,https://boxd.it/2pj5QZ,4.5,Yes,,2021-12-28
2021-12-29,Fantastic Mr. Fox,2009,https://boxd.it/2pm2Lt,5,Yes,,2021-12-28
2021-12-29,The Royal Tenenbaums,2001,https://boxd.it/2pqECd,4,Yes,,2021-12-29
2021-12-29,The Social Network,2010,https://boxd.it/2pqIeJ,5,Yes,,2021-12-29
2022-01-01,Licorice Pizza,2021,https://boxd.it/2qbDxl,4,,"in theater, w/ lukas",2022-01-01
2022-01-03,La La Land,2016,https://boxd.it/2qIYJX,5,Yes,,2022-01-02
2022-01-04,Shang-Chi and the Legend of the Ten Rings,2021,https://boxd.it/2r6vvP,2.5,,,2022-01-03
2022-01-05,Eraserhead,1977,https://boxd.it/2rp1jd,4.5,Yes,blu-ray,2022-01-04
2022-01-07,Inside Llewyn Davis,2013,https://boxd.it/2rSWm7,5,Yes,,2022-01-06
2022-01-09,Evil Dead II,1987,https://boxd.it/2snxt5,5,Yes,blu-ray,2022-01-08
2022-01-11,Venom: Let There Be Carnage,2021,https://boxd.it/2sTIZv,,,,2022-01-10
2022-01-13,Zola,2020,https://boxd.it/2tsZlH,,,,2022-01-12
2022-01-21,Big Hero 6,2014,https://boxd.it/2veEEN,4,,,2022-01-20
